"depth","Fraction","cc_variant","Plot","OC_Frac","OC_Frac_pc","cc_variant.fal","OC_Frac.fal","OC_Frac_pc.fal","OC_ratio.pc","OC_ratio.fal"
"0-10 cm","16-8","Fallow","25",0,0,"Fallow",0.192121771217712,1.132640338561,0,98.867359661439
"0-10 cm","16-8","Phacelia","38",0.183879072104514,1.01310713410693,"Fallow",0.192121771217712,1.132640338561,95.7096485937258,99.8804667955459
"0-10 cm","16-8","Mustard","41",0.233468494994532,1.29711848664462,"Fallow",0.192121771217712,1.132640338561,121.521102743721,100.164478148084
"0-10 cm","16-8","Clover","39",0.597267344896598,3.50424821778187,"Fallow",0.192121771217712,1.132640338561,310.879574506825,102.371607879221
"0-10 cm","16-8","Fallow","42",0.192121771217712,1.132640338561,"Fallow",0.192121771217712,1.132640338561,100,100
"0-10 cm","16-8","Oat","40",0.197285522788204,1.05802157424067,"Fallow",0.192121771217712,1.132640338561,102.687749304914,99.9253812356797
"0-10 cm","16-8","Mix12","28",0.32581440026729,1.77563412008888,"Fallow",0.192121771217712,1.132640338561,169.587443527198,100.642993781528
"0-10 cm","2-1","Mix4","36",2.29110246107484,11.7756151427743,"Fallow",2.30397481568515,11.4193844310946,99.4412979463719,100.35623071168
"0-10 cm","2-1","Oat","14",1.88619887931755,9.28449474458756,"Fallow",2.30397481568515,11.4193844310946,81.8671656685032,97.865110313493
"0-10 cm","2-1","Mix12","28",2.08961159371868,11.3880345389777,"Fallow",2.30397481568515,11.4193844310946,90.695939013434,99.9686501078831
"0-10 cm","2-1","Fallow","9",3.0345515394913,13.6830917898454,"Fallow",2.30397481568515,11.4193844310946,131.70940579873,102.263707358751
"0-10 cm","2-1","Mustard","8",2.14174382586856,10.2989668235906,"Fallow",2.30397481568515,11.4193844310946,92.9586474334641,98.879582392496
"0-10 cm","2-1","Clover","13",2.31969974979149,11.612792459643,"Fallow",2.30397481568515,11.4193844310946,100.68251328093,100.193408028548
"0-10 cm","2-1","Clover","23",1.9479693231077,9.40928962718978,"Fallow",2.30397481568515,11.4193844310946,84.5482038191646,97.9899051960952
"0-10 cm","2-1","Mustard","26",2.14777118997912,11.4514426482172,"Fallow",2.30397481568515,11.4193844310946,93.2202546380883,100.032058217123
"0-10 cm","2-1","Oat","22",2.16936973036147,9.30702275358567,"Fallow",2.30397481568515,11.4193844310946,94.1577015335713,97.8876383224911
"0-10 cm","2-1","Mix12","37",2.23956881423916,11.6641960165266,"Fallow",2.30397481568515,11.4193844310946,97.2045700757005,100.244811585432
"0-10 cm","2-1","Mix12","11",2.99085237698082,12.730790106752,"Fallow",2.30397481568515,11.4193844310946,129.812720027125,101.311405675657
"0-10 cm","2-1","Fallow","25",2.03836334701399,9.73331047191119,"Fallow",2.30397481568515,11.4193844310946,88.4715984366274,98.3139260408166
"0-10 cm","2-1","Phacelia","12",2.31044388398487,11.1413946586454,"Fallow",2.30397481568515,11.4193844310946,100.280778602947,99.7220102275508
"0-10 cm","2-1","Mix4","27",2.12834098305933,12.41872823282,"Fallow",2.30397481568515,11.4193844310946,92.3769204667462,100.999343801725
"0-10 cm","2-1","Fallow","42",1.83900956055015,10.8417510315271,"Fallow",2.30397481568515,11.4193844310946,79.8189957646422,99.4223666004325
"0-10 cm","2-1","Clover","39",1.5368245496998,9.01675729528006,"Fallow",2.30397481568515,11.4193844310946,66.7031835260224,97.5973728641855
"0-10 cm","2-1","Phacelia","38",1.64160874298635,9.04467001000788,"Fallow",2.30397481568515,11.4193844310946,71.2511582943746,97.6252855789133
"0-10 cm","2-1","Phacelia","24",2.09769797421731,9.77889766090201,"Fallow",2.30397481568515,11.4193844310946,91.0469142256447,98.3595132298074
"0-10 cm","2-1","Mix4","10",1.93435739289882,8.61988253876946,"Fallow",2.30397481568515,11.4193844310946,83.9574017793067,97.2004981076749
"0-10 cm","2-1","Oat","40",2.00431300268097,10.7489204904515,"Fallow",2.30397481568515,11.4193844310946,86.9937027538617,99.3295360593569
"0-10 cm","2-1","Mustard","41",1.68672078741482,9.37118610035492,"Fallow",2.30397481568515,11.4193844310946,73.2091677362033,97.9518016692604
"0-10 cm","4-2","Mix4","36",1.89866063954462,9.75857577645051,"Fallow",2.03935913398777,10.1248819761701,93.1008476095123,99.6336938002804
"0-10 cm","4-2","Oat","14",1.77995316550974,8.76151820043836,"Fallow",2.03935913398777,10.1248819761701,87.2800251728697,98.6366362242683
"0-10 cm","4-2","Fallow","9",2.60939759036145,11.7660307562621,"Fallow",2.03935913398777,10.1248819761701,127.951842658484,101.641148780092
"0-10 cm","4-2","Oat","22",1.69749060856499,7.2825685252278,"Fallow",2.03935913398777,10.1248819761701,83.2364726876582,97.1576865490577
"0-10 cm","4-2","Clover","23",1.73337779259753,8.37274668056326,"Fallow",2.03935913398777,10.1248819761701,84.9962011942487,98.2478647043932
"0-10 cm","4-2","Mustard","26",1.77443173277662,9.46087894086413,"Fallow",2.03935913398777,10.1248819761701,87.009281651481,99.335996964694
"0-10 cm","4-2","Phacelia","12",2.09372677595628,10.0963440315502,"Fallow",2.03935913398777,10.1248819761701,102.665917986804,99.9714620553801
"0-10 cm","4-2","Mustard","8",1.97601674340728,9.50203784290498,"Fallow",2.03935913398777,10.1248819761701,96.894005105583,99.3771558667349
"0-10 cm","4-2","Clover","13",1.75592160133445,8.79042778425688,"Fallow",2.03935913398777,10.1248819761701,86.1016371305292,98.6655458080868
"0-10 cm","4-2","Mix12","28",1.88228950885399,10.2581637676683,"Fallow",2.03935913398777,10.1248819761701,92.298089016492,100.133281791498
"0-10 cm","4-2","Phacelia","38",1.51563269407922,8.3505875762991,"Fallow",2.03935913398777,10.1248819761701,74.3190676335437,98.225705600129
"0-10 cm","4-2","Phacelia","24",2.00618533400301,9.35229061149183,"Fallow",2.03935913398777,10.1248819761701,98.3733223132755,99.2274086353217
"0-10 cm","4-2","Mix12","37",2.12260716971672,11.0550325295861,"Fallow",2.03935913398777,10.1248819761701,104.082068446972,100.930150553416
"0-10 cm","4-2","Mix12","11",1.55562135112594,6.62162033111048,"Fallow",2.03935913398777,10.1248819761701,76.2799119193918,96.4967383549404
"0-10 cm","4-2","Oat","40",1.72445459115282,9.24806917128308,"Fallow",2.03935913398777,10.1248819761701,84.5586519026111,99.123187195113
"0-10 cm","4-2","Mustard","41",1.84695465634727,10.2614231903046,"Fallow",2.03935913398777,10.1248819761701,90.5654440930044,100.136541214134
"0-10 cm","4-2","Mix4","10",2.50512585430905,11.163340698183,"Fallow",2.03935913398777,10.1248819761701,122.83887680982,101.038458722013
"0-10 cm","4-2","Fallow","42",1.65521804763502,9.75822114267898,"Fallow",2.03935913398777,10.1248819761701,81.1636371470484,99.6333391665089
"0-10 cm","4-2","Fallow","25",1.85346176396683,8.85039402956923,"Fallow",2.03935913398777,10.1248819761701,90.8845201944675,98.7255120533991
"0-10 cm","4-2","Mix4","27",1.85735208211633,10.8375259998563,"Fallow",2.03935913398777,10.1248819761701,91.075281992361,100.712644023686
"0-10 cm","4-2","Clover","39",1.57950300200133,9.26715754182499,"Fallow",2.03935913398777,10.1248819761701,77.4509489612439,99.1422755656549
"0-10 cm","8-4","Fallow","9",1.68818524096386,7.61219353494421,"Fallow",1.62752033429482,8.11336815387892,103.72744385374,99.4988253810653
"0-10 cm","8-4","Phacelia","12",1.65536443883985,7.98247845136701,"Fallow",1.62752033429482,8.11336815387892,101.710829902294,99.8691102974881
"0-10 cm","8-4","Mustard","8",1.52659690246965,7.3409203573425,"Fallow",1.62752033429482,8.11336815387892,93.7989449533424,99.2275522034636
"0-10 cm","8-4","Oat","14",1.08070586267458,5.3195916997244,"Fallow",1.62752033429482,8.11336815387892,66.4019883439942,97.2062235458455
"0-10 cm","8-4","Mix4","36",2.10185417713042,10.8029327787064,"Fallow",1.62752033429482,8.11336815387892,129.144572441924,102.689564624827
"0-10 cm","8-4","Oat","22",1.16464562985224,4.99655878165721,"Fallow",1.62752033429482,8.11336815387892,71.5595132860116,96.8831906277783
"0-10 cm","8-4","Mix12","37",1.50382050639258,7.83224746152503,"Fallow",1.62752033429482,8.11336815387892,92.3994910972443,99.7188793076461
"0-10 cm","8-4","Clover","23",1.42559353117706,6.88605424447513,"Fallow",1.62752033429482,8.11336815387892,87.5929781728196,98.7726860905962
"0-10 cm","8-4","Phacelia","38",1.1196449208609,6.16883826967558,"Fallow",1.62752033429482,8.11336815387892,68.7945273105314,98.0554701157967
"0-10 cm","8-4","Phacelia","24",1.24948518332496,5.82476023084647,"Fallow",1.62752033429482,8.11336815387892,76.7723239455773,97.7113920769675
"0-10 cm","8-4","Mix4","10",1.61505750958493,7.1970185432573,"Fallow",1.62752033429482,8.11336815387892,99.2342446083608,99.0836503893784
"0-10 cm","8-4","Mix12","11",1.48155963302752,6.30637100776937,"Fallow",1.62752033429482,8.11336815387892,91.0317125880618,98.1930028538904
"0-10 cm","8-4","Mustard","26",1.31063048016701,6.98799287683148,"Fallow",1.62752033429482,8.11336815387892,80.5292844918518,98.8746247229526
"0-10 cm","8-4","Mustard","41",1.07757718516026,5.98686896786902,"Fallow",1.62752033429482,8.11336815387892,66.2097524960977,97.8735008139901
"0-10 cm","8-4","Mix4","27",0,0,"Fallow",1.62752033429482,8.11336815387892,0,91.8866318461211
"0-10 cm","8-4","Clover","13",0.996240200166806,4.98733971305131,"Fallow",1.62752033429482,8.11336815387892,61.2121507285784,96.8739715591724
"0-10 cm","8-4","Mix12","28",1.71797193451387,9.36266040351617,"Fallow",1.62752033429482,8.11336815387892,105.557632572268,101.249292249637
"0-10 cm","8-4","Oat","40",1.24118632707775,6.65635213948559,"Fallow",1.62752033429482,8.11336815387892,76.2624159541171,98.5429839856067
"0-10 cm","8-4","Clover","39",1.19161107404937,6.99134318694345,"Fallow",1.62752033429482,8.11336815387892,73.2163555158086,98.8779750330645
"0-10 cm","8-4","Fallow","25",1.87822765725773,8.96865269472214,"Fallow",1.62752033429482,8.11336815387892,115.404251343596,100.855284540843
"0-10 cm","8-4","Fallow","42",1.31614810466286,7.75925823197041,"Fallow",1.62752033429482,8.11336815387892,80.8683048026635,99.6458900780915
"20-30 cm","<1","Phacelia","12",13.9239396226415,69.7842778221779,"Fallow",12.9429264541086,68.0896097021151,107.579531352598,101.694668120063
"20-30 cm","<1","Mix12","11",14.6953880934439,69.2007697814416,"Fallow",12.9429264541086,68.0896097021151,113.539918082274,101.111160079326
"20-30 cm","<1","Mustard","26",13.0224188298139,67.2351994766723,"Fallow",12.9429264541086,68.0896097021151,100.614176214221,99.1455897745572
"20-30 cm","<1","Mustard","41",10.2706807294731,63.4119320821881,"Fallow",12.9429264541086,68.0896097021151,79.3536204187636,95.322322380073
"20-30 cm","<1","Fallow","42",11.9889038785835,69.6537261170366,"Fallow",12.9429264541086,68.0896097021151,92.6290041212257,101.564116414921
"20-30 cm","<1","Mix12","28",13.0957561342013,65.4851914646627,"Fallow",12.9429264541086,68.0896097021151,101.180796944451,97.3955817625476
"20-30 cm","<1","Oat","14",12.4266193063101,72.501505648027,"Fallow",12.9429264541086,68.0896097021151,96.0108932888618,104.411895945912
"20-30 cm","<1","Clover","13",13.7566443906106,70.7462243121404,"Fallow",12.9429264541086,68.0896097021151,106.286970256589,102.656614610025
"20-30 cm","<1","Mix4","10",13.1825749149166,63.2641837962993,"Fallow",12.9429264541086,68.0896097021151,101.851578633763,95.1745740941842
"20-30 cm","<1","Fallow","25",12.0766730769231,66.1639540441424,"Fallow",12.9429264541086,68.0896097021151,93.3071289537418,98.0743443420273
"20-30 cm","<1","Oat","40",8.43396345041496,63.5516416090104,"Fallow",12.9429264541086,68.0896097021151,65.1627240587283,95.4620319068953
"20-30 cm","<1","Mix4","27",12.0095110739657,71.9516508108329,"Fallow",12.9429264541086,68.0896097021151,92.7882200099605,103.862041108718
"20-30 cm","<1","Mix4","36",13.0111536532352,68.794765496229,"Fallow",12.9429264541086,68.0896097021151,100.527138892185,100.705155794114
"20-30 cm","<1","Oat","22",14.3250238593554,67.6951588812001,"Fallow",12.9429264541086,68.0896097021151,110.678399588742,99.605549179085
"20-30 cm","<1","Mustard","8",13.1010930329579,70.64554291299,"Fallow",12.9429264541086,68.0896097021151,101.222031040739,102.555933210875
"20-30 cm","<1","Mix12","37",10.2122566630462,61.666337390726,"Fallow",12.9429264541086,68.0896097021151,78.9022227643455,93.5767276886109
"20-30 cm","<1","Fallow","9",14.7632024068193,68.4511489451664,"Fallow",12.9429264541086,68.0896097021151,114.063866925032,100.361539243051
"20-30 cm","<1","Phacelia","24",12.7965855285095,69.9118659061434,"Fallow",12.9429264541086,68.0896097021151,98.8693366518151,101.822256204028
"20-30 cm","<1","Clover","39",8.48328246184638,67.4046455202728,"Fallow",12.9429264541086,68.0896097021151,65.5437739828416,99.3150358181577
"20-30 cm","<1","Clover","23",13.8450050083472,70.1642924026159,"Fallow",12.9429264541086,68.0896097021151,106.969664530174,102.074682700501
"20-30 cm","<1","Phacelia","38",10.4871590052751,62.3545735331896,"Fallow",12.9429264541086,68.0896097021151,81.02618092175,94.2649638310745
"20-30 cm","16-8","Phacelia","12",0.173626834381551,0.870186425411175,"Fallow",0.373741264362998,1.97372047534731,46.4564261261007,98.8964659500639
"20-30 cm","16-8","Mix4","27",0.184731299623903,1.10676628569703,"Fallow",0.373741264362998,1.97372047534731,49.4275899501645,99.1330458103497
"20-30 cm","16-8","Mix12","11",0.259741271037428,1.2231249549523,"Fallow",0.373741264362998,1.97372047534731,69.497616614566,99.249404479605
"20-30 cm","16-8","Mustard","26",0.633275185710709,3.26962171861698,"Fallow",0.373741264362998,1.97372047534731,169.442137139997,101.29590124327
"20-30 cm","16-8","Mustard","41",0.0976073619631902,0.602634973334325,"Fallow",0.373741264362998,1.97372047534731,26.1162925452054,98.628914497987
"20-30 cm","16-8","Clover","13",0.275579316681981,1.41722033369392,"Fallow",0.373741264362998,1.97372047534731,73.7353198479907,99.4434998583466
"20-30 cm","16-8","Fallow","42",0.200284991568297,1.16362563995295,"Fallow",0.373741264362998,1.97372047534731,53.5892101477372,99.1899051646056
"20-30 cm","16-8","Mix12","28",0.787781672508763,3.93929400699968,"Fallow",0.373741264362998,1.97372047534731,210.782631629251,101.965573531652
"20-30 cm","16-8","Oat","14",0,0,"Fallow",0.373741264362998,1.97372047534731,0,98.0262795246527
"20-30 cm","16-8","Clover","23",0.25217612687813,1.27798866757857,"Fallow",0.373741264362998,1.97372047534731,67.4734504652402,99.3042681922313
"20-30 cm","16-8","Mix4","10",0.49825931767245,2.39118451857082,"Fallow",0.373741264362998,1.97372047534731,133.316645814232,100.417464043224
"20-30 cm","16-8","Fallow","25",0.57894983277592,3.17186777232935,"Fallow",0.373741264362998,1.97372047534731,154.906585913835,101.198147296982
"20-30 cm","16-8","Oat","40",0.29999161706765,2.26049826344135,"Fallow",0.373741264362998,1.97372047534731,80.2671916837852,100.286777788094
"20-30 cm","16-8","Mix12","37",0.438599715932826,2.6484683018261,"Fallow",0.373741264362998,1.97372047534731,117.353837468381,100.674747826479
"20-30 cm","16-8","Mix4","36",0.336796522320682,1.78076736241106,"Fallow",0.373741264362998,1.97372047534731,90.1148881418581,99.8070468870637
"20-30 cm","16-8","Oat","22",0.624731686898284,2.95226808820146,"Fallow",0.373741264362998,1.97372047534731,167.156197740989,100.978547612854
"20-30 cm","16-8","Mustard","8",0.350810179390905,1.89168762637804,"Fallow",0.373741264362998,1.97372047534731,93.8644492437364,99.9179671510307
"20-30 cm","16-8","Fallow","9",0.341988968744777,1.58566801375963,"Fallow",0.373741264362998,1.97372047534731,91.504203938428,99.6119475384123
"20-30 cm","16-8","Phacelia","24",0.314027175725242,1.71563154493644,"Fallow",0.373741264362998,1.97372047534731,84.0226128791178,99.7419110695891
"20-30 cm","16-8","Clover","39",0.221366024518389,1.7588826589238,"Fallow",0.373741264362998,1.97372047534731,59.2297521376677,99.7851621835765
"20-30 cm","16-8","Phacelia","38",0.235463451394122,1.40001911737471,"Fallow",0.373741264362998,1.97372047534731,63.0017270893125,99.4262986420274
"20-30 cm","2-1","Mustard","26",2.03322927969285,10.4976331961451,"Fallow",2.06832931931044,10.8559438652143,98.3029762577029,99.6416893309308
"20-30 cm","2-1","Phacelia","12",2.56233123689727,12.8419427083211,"Fallow",2.06832931931044,10.8559438652143,123.884103608391,101.985998843107
"20-30 cm","2-1","Mix12","11",2.36285774093611,11.1267272097268,"Fallow",2.06832931931044,10.8559438652143,114.239919091988,100.270783344512
"20-30 cm","2-1","Mix12","28",1.93168920046737,9.65939162630426,"Fallow",2.06832931931044,10.8559438652143,93.3936961794544,98.80344776109
"20-30 cm","2-1","Oat","40",1.50017352669964,11.3041147119804,"Fallow",2.06832931931044,10.8559438652143,72.5306899966869,100.448170846766
"20-30 cm","2-1","Mix4","27",1.81365482657752,10.8660092796097,"Fallow",2.06832931931044,10.8559438652143,87.6869466406913,100.010065414395
"20-30 cm","2-1","Clover","13",2.17739704285356,11.1976885668026,"Fallow",2.06832931931044,10.8559438652143,105.273228132717,100.341744701588
"20-30 cm","2-1","Fallow","25",2.0561856187291,11.2651365088108,"Fallow",2.06832931931044,10.8559438652143,99.4128739331806,100.409192643596
"20-30 cm","2-1","Mustard","8",2.13656070087609,11.5210608992884,"Fallow",2.06832931931044,10.8559438652143,103.298864495544,100.665117034074
"20-30 cm","2-1","Mustard","41",1.88003361627027,11.6074646975496,"Fallow",2.06832931931044,10.8559438652143,90.8962416534836,100.751520832335
"20-30 cm","2-1","Mix4","36",2.11635512456111,11.189949667893,"Fallow",2.06832931931044,10.8559438652143,102.321961246804,100.334005802679
"20-30 cm","2-1","Fallow","42",1.7612150084317,10.2323939763716,"Fallow",2.06832931931044,10.8559438652143,85.1515758147678,99.3764501111573
"20-30 cm","2-1","Clover","39",1.29984321574514,10.3280153152137,"Fallow",2.06832931931044,10.8559438652143,62.8450800174556,99.4720714499994
"20-30 cm","2-1","Oat","14",1.91717342248224,11.1855007618815,"Fallow",2.06832931931044,10.8559438652143,92.6918844394376,100.329556896667
"20-30 cm","2-1","Clover","23",2.12573622704508,10.7728944926564,"Fallow",2.06832931931044,10.8559438652143,102.775520667752,99.9169506274421
"20-30 cm","2-1","Mix4","10",2.59741014360422,12.4651696485648,"Fallow",2.06832931931044,10.8559438652143,125.580105612494,101.60922578335
"20-30 cm","2-1","Oat","22",2.20418250313939,10.4162119531644,"Fallow",2.06832931931044,10.8559438652143,106.568256928942,99.5602680879501
"20-30 cm","2-1","Mix12","37",2.02816024730554,12.2469712835728,"Fallow",2.06832931931044,10.8559438652143,98.0578976650444,101.391027418359
"20-30 cm","2-1","Fallow","9",2.38758733077052,11.0703011104605,"Fallow",2.06832931931044,10.8559438652143,115.435550252052,100.214357245246
"20-30 cm","2-1","Phacelia","24",2.06107869289763,11.2603363513526,"Fallow",2.06832931931044,10.8559438652143,99.6494452626515,100.404392486138
"20-30 cm","2-1","Phacelia","38",2.18254709871891,12.9769934343766,"Fallow",2.06832931931044,10.8559438652143,105.522224064713,102.121049569162
"20-30 cm","4-2","Phacelia","12",2.19905073375262,11.0212462498558,"Fallow",2.07244304880711,10.887222651846,106.109103216052,100.13402359801
"20-30 cm","4-2","Mustard","26",2.24196310825474,11.5753331829369,"Fallow",2.07244304880711,10.887222651846,108.179721008266,100.688110531091
"20-30 cm","4-2","Oat","40",1.63672311174449,12.3330437963485,"Fallow",2.07244304880711,10.887222651846,78.9755410980574,101.445821144503
"20-30 cm","4-2","Mustard","41",1.97568367089671,12.1980151125989,"Fallow",2.07244304880711,10.887222651846,95.3311441795184,101.310792460753
"20-30 cm","4-2","Clover","13",1.92838860579734,9.91711415901903,"Fallow",2.07244304880711,10.887222651846,93.0490517897375,99.029891507173
"20-30 cm","4-2","Mix12","11",2.08737503139915,9.82947562030193,"Fallow",2.07244304880711,10.887222651846,100.720501468093,98.9422529684559
"20-30 cm","4-2","Mix12","28",2.23092889334001,11.1557365781177,"Fallow",2.07244304880711,10.887222651846,107.647295525159,100.268513926272
"20-30 cm","4-2","Oat","14",1.43367237776849,8.36457635275118,"Fallow",2.07244304880711,10.887222651846,69.1778902485986,97.4773537009052
"20-30 cm","4-2","Mix4","27",1.33727204346009,8.01189411604885,"Fallow",2.07244304880711,10.887222651846,64.5263590828139,97.1246714642028
"20-30 cm","4-2","Fallow","42",1.8137934232715,10.5378666487701,"Fallow",2.07244304880711,10.887222651846,87.5195786111235,99.6506439969241
"20-30 cm","4-2","Fallow","25",2.02641053511706,11.1020090273248,"Fallow",2.07244304880711,10.887222651846,97.7788285320292,100.214786375479
"20-30 cm","4-2","Mustard","8",1.637887359199,8.83204488586192,"Fallow",2.07244304880711,10.887222651846,79.0317186347661,97.9448222340159
"20-30 cm","4-2","Clover","23",1.90717863105175,9.66527921459454,"Fallow",2.07244304880711,10.887222651846,92.0256231962329,98.7780565627485
"20-30 cm","4-2","Mix4","36",1.98467898344758,10.4937293717703,"Fallow",2.07244304880711,10.887222651846,95.7651880754917,99.6065067199243
"20-30 cm","4-2","Oat","22",2.18414901632482,10.321540552532,"Fallow",2.07244304880711,10.887222651846,105.390062109645,99.434317900686
"20-30 cm","4-2","Clover","39",1.39704778583938,11.1003625310019,"Fallow",2.07244304880711,10.887222651846,67.4106719913735,100.213139879156
"20-30 cm","4-2","Mix12","37",1.96966162586682,11.8937295030772,"Fallow",2.07244304880711,10.887222651846,95.0405670737516,101.006506851231
"20-30 cm","4-2","Fallow","9",2.37712518803276,11.0217922794431,"Fallow",2.07244304880711,10.887222651846,114.701592856847,100.134569627597
"20-30 cm","4-2","Mix4","10",2.42712376525276,11.6479523137448,"Fallow",2.07244304880711,10.887222651846,117.114135737038,100.760729661899
"20-30 cm","4-2","Phacelia","24",1.87533011003668,10.2455320515416,"Fallow",2.07244304880711,10.887222651846,90.4888610143529,99.3583093996956
"20-30 cm","4-2","Phacelia","38",2.1353428786737,12.6963264769666,"Fallow",2.07244304880711,10.887222651846,103.035057098568,101.809103825121
"20-30 cm","8-4","Phacelia","12",1.09388343815514,5.48234679423405,"Fallow",1.55332607843064,8.19350330547722,70.422009476614,97.2888434887568
"20-30 cm","8-4","Mustard","26",1.4375678157082,7.42221242562867,"Fallow",1.55332607843064,8.19350330547722,92.547716520707,99.2287091201514
"20-30 cm","8-4","Mustard","41",1.97275821497605,12.1799531343292,"Fallow",1.55332607843064,8.19350330547722,127.002194991098,103.986449828852
"20-30 cm","8-4","Clover","13",1.30704870102748,6.72175262834409,"Fallow",1.55332607843064,8.19350330547722,84.145159163749,98.5282493228669
"20-30 cm","8-4","Mix12","28",1.9518861625772,9.7603863239157,"Fallow",1.55332607843064,8.19350330547722,125.658494354852,101.566883018438
